price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
6000,2010,toyota corolla,excellent,4,gas,89910,automatic,sedan,,,5/16/2018,61
30487,2015,toyota tundra,like new,8,gas,52500,automatic,truck,,1,9/26/2018,32
11000,2005,ford f150,excellent,8,gas,93692,automatic,truck,black,1,5/26/2018,17
17250,2016,ford f250 super duty,good,8,gas,52000,automatic,pickup,white,1,7/19/2018,23
6790,2008,honda civic,good,4,gas,135399,manual,sedan,blue,,3/29/2019,144
35900,2016,chevrolet camaro,like new,8,gas,5000,automatic,coupe,silver,,9/4/2018,40
37500,2015,ram 2500,like new,6,diesel,64000,automatic,pickup,white,1,8/13/2018,63
23900,,ram 2500,good,6,diesel,136516,automatic,truck,,1,9/20/2018,25
3450,2012,nissan altima,good,4,gas,170000,automatic,sedan,,,11/12/2018,32
5800,,toyota camry,excellent,4,gas,102960,automatic,sedan,silver,,10/11/2018,20
8995,2008,ford ranger,excellent,6,gas,89710,automatic,pickup,white,1,6/23/2018,13
7600,2006,toyota rav4,excellent,4,gas,,automatic,SUV,red,,7/3/2018,10
4500,1996,jeep grand cherokee,excellent,8,gas,99000,automatic,SUV,red,1,5/2/2018,56
1,2016,ram 3500,excellent,10,gas,43200,other,truck,white,1,8/12/2018,6
1,2018,honda civic,excellent,10,gas,,other,hatchback,black,1,12/24/2018,14
1,2016,ford f-250 sd,excellent,10,gas,65685,other,truck,black,1,5/14/2018,14
1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,black,1,1/24/2019,65
4500,2000,ford ranger,excellent,6,gas,139000,automatic,truck,blue,1,1/3/2019,27
6499,2010,ford escape,excellent,4,gas,,automatic,SUV,white,,3/20/2019,14
3900,2004,nissan frontier,good,4,gas,153000,manual,pickup,silver,,5/13/2018,11
1,,chevrolet tahoe,excellent,8,gas,1003,automatic,SUV,black,1,6/25/2018,40
1,2018,chevrolet colorado,excellent,6,gas,,automatic,truck,,1,5/5/2018,18
1,,chevrolet camaro,excellent,10,gas,36927,other,coupe,silver,1,9/4/2018,31
1,2016,chevrolet camaro,excellent,10,gas,48223,other,coupe,silver,1,5/23/2018,5
1,2018,dodge charger,excellent,10,gas,2196,other,sedan,custom,1,12/13/2018,76
1,2017,dodge charger,excellent,10,gas,51482,other,sedan,red,1,1/24/2019,40
2000,1997,jeep cherokee,excellent,6,gas,170000,automatic,SUV,,1,1/24/2019,52
15500,2018,chevrolet silverado,good,8,gas,73095,automatic,truck,white,1,8/3/2018,13
46267,2018,ford f-250,like new,8,diesel,,automatic,truck,grey,1,6/23/2018,28
8950,2011,subaru forester,excellent,4,gas,,automatic,SUV,blue,1,11/15/2018,27
21890,2013,ford f-150,good,6,gas,91537,automatic,pickup,,1,2/5/2019,26
10700,2014,dodge charger,good,6,gas,122265,automatic,sedan,blue,,1/5/2019,8
2500,2006,dodge grand caravan,good,6,gas,,automatic,mini-van,green,,8/7/2018,83
8888,2007,ford mustang,excellent,6,gas,,automatic,coupe,red,,3/4/2019,41
1,2016,toyota tundra,excellent,10,gas,47139,other,truck,brown,1,12/10/2018,95
1,2015,jeep grand cherokee,excellent,8,gas,42442,automatic,SUV,,1,5/30/2018,10
3995,2007,hyundai santa fe,excellent,6,gas,178000,automatic,SUV,brown,,7/1/2018,11
28999,2017,ford expedition,excellent,10,gas,,other,SUV,,1,1/31/2019,21
1,2018,ford f-150,excellent,,gas,18362,automatic,truck,blue,1,10/20/2018,94
1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,,1,9/26/2018,36
1,2018,ford f-150,excellent,10,gas,17976,other,truck,grey,1,7/28/2018,74
1,2018,honda civic,excellent,10,gas,20296,other,hatchback,,1,5/11/2018,41
6995,,ford escape,excellent,4,gas,127000,automatic,SUV,black,,10/15/2018,7
1,2018,toyota camry le,excellent,4,gas,38860,automatic,sedan,white,,5/24/2018,36
1,,chevrolet suburban,excellent,8,gas,16931,automatic,SUV,black,1,4/2/2019,53
1,,honda civic,excellent,4,gas,60664,manual,sedan,blue,1,3/25/2019,39
25390,2018,dodge charger,like new,6,gas,,automatic,sedan,red,,7/12/2018,19
5995,2011,ford edge,excellent,,gas,200000,automatic,SUV,blue,,6/9/2018,52
3995,2011,nissan versa,excellent,4,gas,155000,automatic,hatchback,silver,,9/13/2018,43
12250,2010,chevrolet silverado 1500,excellent,,gas,120691,automatic,pickup,white,,7/26/2018,47
10000,2006,ford f350,good,8,diesel,210000,automatic,truck,,1,8/28/2018,44
4400,2007,chevrolet silverado,good,8,gas,176000,automatic,truck,blue,1,7/1/2018,39
2500,2004,ford escape,good,,gas,159400,automatic,SUV,white,,3/30/2019,15
10990,1993,chevrolet corvette,excellent,8,gas,55001,automatic,coupe,red,,5/11/2018,14
6985,2013,ford focus se,excellent,4,gas,,automatic,sedan,black,,12/16/2018,77
36900,2017,gmc sierra 2500hd,like new,8,diesel,85000,automatic,pickup,white,1,8/17/2018,38
2800,2006,dodge charger,good,6,gas,,automatic,coupe,,,10/7/2018,24
5999,2009,nissan sentra,excellent,4,gas,,automatic,sedan,black,,1/31/2019,39
14900,2013,dodge grand caravan,good,6,gas,,automatic,mini-van,black,,7/13/2018,37
3000,2006,gmc yukon,good,8,gas,274000,automatic,SUV,grey,1,10/30/2018,66
1,,ram 3500,excellent,10,gas,43200,other,truck,white,1,10/18/2018,8
1,2018,ford f-150,excellent,8,gas,,automatic,truck,green,1,9/9/2018,48
1,2018,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,white,1,9/23/2018,14
1,,ram 3500,excellent,6,gas,71719,automatic,truck,,1,12/27/2018,33
1,2017,ram 1500,excellent,6,gas,31026,automatic,truck,,1,2/9/2019,56
1,2017,ram 3500,excellent,10,gas,57482,other,truck,white,1,9/24/2018,112
1,2018,dodge charger,excellent,10,gas,2196,other,sedan,custom,1,9/9/2018,38
1,2018,chevrolet camaro,excellent,10,gas,6886,manual,coupe,red,1,12/21/2018,40
3400,2009,ford fusion se,good,6,gas,,automatic,sedan,black,,7/4/2018,18
15400,2006,chevrolet corvette,excellent,8,gas,103000,automatic,convertible,red,,3/27/2019,92
9500,,hyundai santa fe,excellent,4,gas,100350,automatic,SUV,red,,3/24/2019,27
4500,2010,volkswagen jetta,excellent,5,gas,142000,manual,sedan,silver,,6/25/2018,22
16999,2016,chrysler town & country,excellent,,gas,100761,automatic,mini-van,,,1/4/2019,19
59988,,cadillac escalade,excellent,8,gas,,automatic,SUV,white,1,3/8/2019,76
15995,2015,ram 1500,like new,8,gas,99000,automatic,pickup,grey,,9/27/2018,105
2995,2006,ford focus,excellent,4,gas,92576,automatic,hatchback,green,,8/27/2018,70
3850,2008,hyundai sonata,good,4,gas,158000,automatic,sedan,green,,5/1/2018,20
7900,2005,jeep wrangler,excellent,4,gas,97238,manual,convertible,red,1,4/15/2019,50
18700,2012,ram 1500,good,8,gas,82000,automatic,pickup,grey,1,9/6/2018,51
4450,2007,subaru forester,excellent,,gas,140000,automatic,wagon,silver,1,1/9/2019,9
2550,2007,ford escape,good,4,gas,200000,manual,SUV,black,,10/3/2018,28
3550,2008,kia sorento,good,,gas,119000,automatic,SUV,grey,,12/31/2018,55
15900,2014,dodge grand caravan,excellent,6,gas,43236,automatic,SUV,blue,,11/6/2018,68
25500,2018,toyota tacoma,like new,4,gas,4500,automatic,pickup,white,,12/12/2018,85
36993,2016,chevrolet silverado 2500hd,like new,8,diesel,67000,automatic,pickup,red,1,8/9/2018,6
11000,2011,ford mustang,excellent,8,gas,145000,manual,convertible,blue,,7/31/2018,65
10900,2013,toyota camry le,excellent,,gas,54900,automatic,sedan,silver,,1/3/2019,76
3860,2007,toyota prius,good,4,hybrid,161278,automatic,hatchback,silver,,10/12/2018,73
6999,2007,toyota camry le,good,4,gas,101190,automatic,sedan,white,,5/1/2018,30
6490,2008,honda civic,good,4,gas,142532,manual,sedan,,,2/18/2019,46
3995,,ram 1500,excellent,8,gas,95000,automatic,pickup,,1,12/19/2018,30
14000,2007,toyota tundra,excellent,8,gas,90000,automatic,pickup,grey,1,1/12/2019,30
4995,2012,volkswagen jetta,good,4,gas,120000,automatic,sedan,brown,,4/16/2019,67
1200,2004,gmc sierra,fair,8,gas,180000,automatic,pickup,black,1,10/16/2018,76
3500,2007,dodge grand caravan,good,6,gas,113000,automatic,mini-van,blue,,5/7/2018,29
15900,2014,toyota tacoma,excellent,4,gas,,manual,truck,white,1,8/5/2018,45
17000,2011,chevrolet tahoe,excellent,8,gas,135000,automatic,SUV,grey,1,7/6/2018,63
24000,2018,nissan frontier crew cab sv,good,6,gas,16295,other,pickup,blue,1,5/9/2018,65
4995,,honda accord,excellent,4,gas,192000,automatic,sedan,grey,,11/16/2018,11
5995,2003,ford f-150,excellent,8,gas,193000,automatic,truck,black,1,3/20/2019,39
9995,2014,buick enclave,excellent,6,gas,196000,automatic,SUV,white,,10/7/2018,41
14500,2015,chevrolet equinox,excellent,,gas,58000,automatic,SUV,black,,6/12/2018,55
4200,2003,jeep liberty,good,6,gas,148000,automatic,SUV,blue,1,10/30/2018,18
2000,2003,volkswagen jetta,good,4,gas,207000,automatic,sedan,red,,12/27/2018,60
7650,2010,honda odyssey,excellent,6,gas,137101,automatic,van,blue,,11/8/2018,51
4995,2008,hyundai santa fe,excellent,4,gas,148000,automatic,SUV,silver,,9/29/2018,51
7995,2010,toyota corolla,excellent,4,gas,130433,automatic,sedan,black,,11/12/2018,20
20995,,chevrolet tahoe,excellent,8,gas,,automatic,SUV,,,8/20/2018,16
3800,2002,chevrolet silverado 1500,good,,gas,109000,manual,truck,red,1,2/12/2019,27
11990,2012,jeep grand cherokee laredo,excellent,6,gas,132018,automatic,SUV,black,1,2/10/2019,16
10000,2011,toyota prius,excellent,4,gas,60200,automatic,hatchback,,,4/16/2019,22
4999,1999,chevrolet silverado,good,6,gas,161000,automatic,pickup,,1,12/23/2018,57
14800,2014,toyota rav4,excellent,,gas,130000,automatic,SUV,,1,1/2/2019,18
15000,2017,honda civic lx,excellent,4,gas,41000,automatic,sedan,,,3/14/2019,13
3400,2010,ford focus,good,4,gas,105000,automatic,sedan,green,,4/14/2019,77
12495,2012,chevrolet silverado,good,8,diesel,,automatic,pickup,,1,1/29/2019,60
27995,,chevrolet silverado,excellent,8,diesel,97300,automatic,truck,brown,1,1/8/2019,77
23000,2012,ford f250 super duty,good,8,gas,55000,automatic,truck,grey,1,8/16/2018,82
6995,2013,chevrolet impala,good,,gas,120000,automatic,sedan,red,,8/15/2018,93
22900,2008,chevrolet corvette,excellent,8,gas,69000,manual,coupe,silver,,8/28/2018,53
10995,2007,ram 1500,excellent,8,gas,122791,automatic,truck,black,1,5/4/2018,86
8000,2010,subaru forester,good,4,gas,135000,automatic,SUV,,1,10/28/2018,49
12495,,ford f-350 sd,good,8,gas,62000,other,truck,white,,6/15/2018,66
13995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,grey,1,9/13/2018,69
12995,2013,nissan rogue,excellent,4,gas,46150,automatic,wagon,black,1,9/24/2018,21
20995,2013,ram 1500,excellent,8,gas,96100,automatic,truck,white,1,9/24/2018,11
14995,2013,honda cr-v,excellent,4,gas,,automatic,wagon,brown,1,2/5/2019,21
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,,1,4/7/2019,7
14995,,ford ranger,excellent,6,gas,,automatic,truck,grey,1,8/9/2018,70
13250,2015,toyota camry,excellent,4,gas,56229,automatic,sedan,grey,,6/27/2018,91
4995,2006,toyota corolla,excellent,,gas,121506,automatic,sedan,,,1/4/2019,38
6895,2010,ford escape,excellent,6,gas,120973,automatic,SUV,red,1,1/30/2019,83
11499,2012,honda cr-v,excellent,4,gas,121500,automatic,SUV,green,1,4/15/2019,25
7850,2010,honda odyssey,like new,6,gas,130071,automatic,mini-van,silver,,1/23/2019,94
7995,2013,ford escape,like new,4,gas,137057,automatic,SUV,,1,9/3/2018,27
9000,2010,subaru forester,excellent,4,gas,,automatic,SUV,,,4/4/2019,28
3250,2000,ford f-150,good,8,gas,99748,automatic,truck,,,10/17/2018,4
5495,2008,chevrolet trailblazer,like new,6,gas,138487,automatic,SUV,blue,1,7/26/2018,70
4850,2010,nissan altima,good,4,gas,100000,automatic,sedan,black,,2/11/2019,15
4995,2005,ford f-250,excellent,,gas,135000,automatic,pickup,black,,3/22/2019,46
7950,2005,chevrolet colorado,excellent,,gas,113868,automatic,truck,orange,1,10/8/2018,11
25000,2012,toyota tundra,excellent,,gas,67000,automatic,truck,silver,,12/13/2018,67
6000,2007,ford f-250,good,,diesel,255000,automatic,pickup,,1,3/11/2019,44
19000,2013,chevrolet silverado,excellent,8,diesel,191000,automatic,truck,white,1,9/13/2018,43
17000,2012,toyota tundra,excellent,8,gas,86163,automatic,pickup,red,,1/7/2019,65
7500,1986,chevrolet silverado,good,,gas,75000,automatic,pickup,,1,8/11/2018,20
16500,2008,ford f-250 sd,good,8,diesel,174485,automatic,truck,red,1,3/16/2019,55
25600,2017,ford mustang gt coupe 2d,good,8,gas,42957,other,coupe,black,,7/23/2018,18
3300,2000,dodge dakota,good,6,gas,163000,automatic,truck,blue,1,10/11/2018,5
700,,jeep cherokee,fair,,gas,278199,automatic,SUV,blue,1,9/21/2018,5
2000,2007,dodge grand caravan,good,6,gas,177000,automatic,mini-van,white,,5/25/2018,98
20988,2011,chevrolet silverado,excellent,8,gas,82000,automatic,truck,white,1,12/23/2018,28
27975,2016,ford f150 supercrew cab xlt,like new,6,gas,48589,automatic,pickup,silver,1,6/2/2018,100
5500,2004,gmc sierra 1500,excellent,8,gas,144897,automatic,truck,,1,3/19/2019,10
31900,2018,chevrolet silverado 1500 crew,good,,gas,20297,other,pickup,white,1,10/11/2018,7
27400,2017,ford mustang gt coupe 2d,good,8,gas,22687,other,coupe,blue,,12/25/2018,54
18300,2010,ford mustang gt coupe 2d,good,8,gas,52624,other,coupe,blue,,12/13/2018,65
18800,2014,chevrolet camaro lt coupe 2d,good,6,gas,52348,automatic,coupe,black,,12/30/2018,10
26000,2018,chevrolet camaro lt coupe 2d,good,6,gas,,other,coupe,blue,,9/7/2018,24
26000,2015,ford mustang gt coupe 2d,good,8,gas,39274,other,coupe,,,11/23/2018,47
2900,2008,honda civic lx,excellent,4,gas,193000,automatic,sedan,blue,,6/27/2018,11
13995,2016,jeep cherokee,excellent,4,gas,71000,automatic,SUV,red,,1/3/2019,55
5000,2004,dodge dakota,good,8,gas,159800,automatic,truck,red,1,8/27/2018,20
5900,2011,chevrolet traverse,excellent,6,gas,152080,automatic,SUV,black,1,11/6/2018,58
3600,2003,chevrolet trailblazer,excellent,6,gas,142907,automatic,SUV,grey,1,9/17/2018,23
6995,2010,ford fusion,excellent,,gas,120108,automatic,sedan,silver,,4/3/2019,19
3100,2008,kia sorento,good,6,gas,187690,automatic,SUV,black,1,2/18/2019,14
5995,2010,honda odyssey,excellent,6,gas,184000,automatic,van,black,,4/5/2019,59
20500,2015,ford edge,like new,6,gas,48900,automatic,SUV,red,1,5/19/2018,60
4000,1983,chevrolet silverado,good,8,gas,,automatic,truck,silver,1,9/27/2018,16
1200,1998,ford f-150,fair,8,gas,,automatic,truck,blue,1,7/25/2018,17
13750,2016,ford focus,like new,,gas,18500,automatic,sedan,red,,1/4/2019,17
4500,2005,ram 1500,good,8,gas,136377,manual,truck,black,1,8/8/2018,63
6300,2001,chevrolet silverado,good,8,gas,221000,automatic,truck,black,1,7/14/2018,42
26000,2008,chevrolet corvette,like new,8,gas,23000,automatic,coupe,red,,5/29/2018,79
31988,2016,chevrolet silverado,like new,8,gas,4100,automatic,truck,black,1,2/4/2019,12
3995,2011,nissan versa,excellent,4,gas,155000,automatic,hatchback,,,10/27/2018,44
5995,2011,ford edge,excellent,6,gas,200000,automatic,SUV,blue,,10/30/2018,51
12900,2006,chevrolet silverado 2500hd,excellent,8,gas,185000,automatic,truck,white,1,7/5/2018,57
17000,,chevrolet corvette,excellent,,gas,46467,manual,coupe,silver,,8/3/2018,37
10500,2007,toyota tundra,excellent,8,gas,,automatic,pickup,,,10/30/2018,18
3995,2001,toyota tacoma,good,4,gas,247199,automatic,truck,silver,,8/7/2018,24
6995,2013,ford escape,excellent,4,gas,127000,automatic,SUV,black,,10/11/2018,58
19900,2012,ford f250 super duty,good,8,diesel,186000,automatic,truck,white,1,1/22/2019,71
11995,2012,chevrolet suburban,excellent,8,gas,,automatic,SUV,grey,1,12/8/2018,88
3995,2007,hyundai santa fe,excellent,6,gas,178000,automatic,SUV,brown,,12/18/2018,26
11900,2009,ford f250 super duty,good,8,gas,182000,automatic,truck,white,,7/1/2018,37
2500,1992,gmc yukon,fair,8,gas,,automatic,SUV,red,1,5/14/2018,137
24200,2018,chevrolet camaro lt coupe 2d,good,6,gas,,other,coupe,,,11/23/2018,24
27800,2016,ford f150 supercrew cab xlt,good,6,gas,47570,other,pickup,white,1,8/21/2018,80
15500,2010,cadillac escalade,like new,8,gas,,automatic,SUV,white,,4/4/2019,53
2700,2003,honda civic,good,4,gas,185000,automatic,coupe,blue,,10/15/2018,43
3995,2011,chevrolet malibu,good,4,gas,191000,automatic,sedan,black,,3/28/2019,14
9200,2011,ram 1500,good,8,gas,,automatic,truck,,,3/1/2019,40
1400,2005,subaru outback,fair,4,gas,,automatic,wagon,silver,1,11/7/2018,11
5200,,dodge grand caravan,good,6,gas,126000,automatic,mini-van,,,12/16/2018,33
13995,,chevrolet silverado 1500,excellent,8,gas,151442,automatic,truck,,1,9/6/2018,33
8500,2003,ford f150,excellent,,gas,115932,automatic,truck,,1,12/29/2018,31
37988,2017,gmc yukon,like new,,gas,38000,automatic,SUV,black,,1/9/2019,15
27900,2017,chevrolet silverado,like new,8,gas,62447,automatic,truck,brown,1,11/21/2018,22
15995,2013,jeep wrangler,excellent,6,gas,,automatic,SUV,black,1,8/8/2018,11
7995,2006,toyota tundra,excellent,8,gas,,automatic,truck,white,1,2/26/2019,26
6995,2004,ford expedition,excellent,8,gas,92546,automatic,SUV,blue,1,3/12/2019,35
7995,2002,ram 1500,excellent,8,gas,137284,automatic,truck,red,1,9/5/2018,16
8995,2001,chevrolet silverado 1500,excellent,8,gas,119726,automatic,truck,,1,12/23/2018,54
700,2009,ford focus,fair,4,gas,104240,automatic,sedan,,,12/28/2018,44
15000,2012,toyota highlander,excellent,6,gas,84000,automatic,SUV,black,1,11/25/2018,21
5900,2006,chevrolet silverado 1500,fair,8,gas,190000,automatic,offroad,white,1,4/5/2019,58
12595,2015,ford escape,excellent,4,gas,45675,automatic,SUV,,,2/2/2019,74
4500,2004,toyota camry,excellent,,gas,100,automatic,sedan,silver,,5/15/2018,44
3300,1999,ford explorer,good,,gas,,automatic,SUV,white,1,7/5/2018,42
15548,2012,chrysler 300,excellent,,gas,37975,automatic,sedan,,,6/24/2018,16
9824,2013,ford fusion,excellent,4,gas,,automatic,sedan,silver,,8/7/2018,24
7349,2014,ford focus,excellent,4,gas,,automatic,hatchback,,,12/16/2018,52
10495,2015,nissan altima,excellent,4,gas,64950,automatic,sedan,white,,1/25/2019,3
16995,2011,gmc yukon,excellent,8,gas,,automatic,SUV,,1,9/11/2018,59
3000,1991,ford f-150,good,6,gas,146551,manual,truck,blue,,5/31/2018,59
12995,2013,nissan rogue,excellent,4,gas,46150,automatic,wagon,,1,9/1/2018,75
10995,2011,ford explorer,excellent,,gas,128200,automatic,wagon,,1,10/11/2018,20
13995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,grey,1,1/23/2019,15
20995,2013,ram 1500,excellent,8,gas,,automatic,truck,white,1,7/22/2018,39
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,black,1,11/29/2018,19
14995,2013,honda cr-v,excellent,4,gas,60150,automatic,wagon,brown,1,7/16/2018,46
14995,2011,ford ranger,excellent,,gas,54200,automatic,truck,,1,11/10/2018,58
28900,2011,ford f-350 sd,excellent,8,diesel,120000,automatic,truck,white,1,7/7/2018,24
28950,2016,ram 3500,like new,6,diesel,121000,automatic,truck,white,1,7/5/2018,15
20988,2017,chevrolet camaro,like new,6,gas,34000,automatic,coupe,white,,9/11/2018,92
39988,2018,toyota tacoma,like new,6,gas,,manual,truck,black,1,1/26/2019,24
4300,2005,ford expedition,excellent,8,gas,,automatic,SUV,,,10/23/2018,55
120000,2006,chevrolet silverado 1500,good,8,gas,136000,automatic,truck,blue,1,5/22/2018,27
3300,2005,honda pilot,good,,gas,213800,automatic,SUV,silver,1,6/29/2018,34
299,2004,toyota camry,excellent,4,gas,185324,automatic,sedan,silver,,3/28/2019,15
19988,2018,toyota corolla,like new,4,gas,4000,automatic,sedan,red,,8/24/2018,85
24988,2017,chevrolet silverado,like new,,gas,39000,automatic,truck,black,,2/7/2019,43
24588,2019,chevrolet equinox,like new,4,gas,18280,automatic,SUV,,,1/8/2019,77
18599,2014,ford f-150,excellent,6,gas,85000,automatic,truck,,,1/28/2019,26
31988,2018,jeep grand cherokee,like new,6,gas,10000,automatic,SUV,black,,6/29/2018,53
14500,,chevrolet silverado 2500hd,excellent,8,gas,106000,automatic,truck,grey,1,7/4/2018,22
3495,2000,volkswagen jetta,good,4,gas,,automatic,sedan,silver,,8/5/2018,38
5995,2005,ford f-150,good,,gas,144000,automatic,truck,silver,1,3/6/2019,12
14500,2014,toyota tundra,excellent,8,gas,196731,automatic,pickup,white,1,4/2/2019,69
14500,,ram 3500,good,6,diesel,200000,automatic,truck,,1,9/29/2018,52
7000,2008,ford f-150,good,,gas,139973,automatic,truck,black,1,5/25/2018,7
2500,2004,acura tl,excellent,,gas,180000,automatic,sedan,grey,,10/22/2018,56
12500,2009,toyota tacoma,good,6,gas,,automatic,truck,grey,1,8/6/2018,32
25860,2016,toyota tacoma,like new,6,gas,58896,automatic,truck,grey,1,11/9/2018,46
7860,2013,kia sorento,like new,4,gas,111396,automatic,SUV,silver,1,5/29/2018,8
20990,,ram 2500,good,8,gas,121437,automatic,truck,white,1,3/7/2019,32
13990,2005,toyota tundra,good,8,gas,,automatic,truck,white,1,2/27/2019,26
5990,2008,ford explorer,good,6,gas,137809,automatic,SUV,,1,11/21/2018,15
15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,,1,3/15/2019,31
28990,,ford f-350 sd,good,8,diesel,112150,automatic,truck,white,1,1/21/2019,55
13490,,ford econoline,good,8,gas,,automatic,truck,white,,1/9/2019,57
16990,2008,ford econoline,good,,gas,99693,automatic,truck,white,,7/4/2018,41
24990,2015,ford f-250 sd,good,8,gas,43854,automatic,truck,white,1,4/16/2019,19
19990,2010,ford f-350 sd,good,10,gas,51664,manual,truck,,1,5/25/2018,102
17490,2016,ford econoline,good,10,gas,122637,automatic,truck,,,10/27/2018,59
16990,2008,ford econoline,good,8,gas,104738,automatic,truck,white,,9/3/2018,41
18990,2015,ford f-250 sd,good,8,gas,134794,automatic,truck,blue,1,6/7/2018,16
21990,2003,gmc sierra 2500hd,good,8,diesel,81522,automatic,truck,blue,1,8/5/2018,50
14490,2013,chevrolet silverado 3500hd,good,8,gas,174100,automatic,truck,white,1,5/7/2018,38
17490,2016,ford econoline,good,10,gas,,automatic,truck,yellow,,8/7/2018,76
21990,2013,chevrolet silverado 3500hd,good,8,gas,99748,automatic,truck,white,,4/16/2019,39
18490,2015,ford f-250 sd,good,8,gas,124332,automatic,truck,,1,5/16/2018,53
11990,2011,ford econoline,good,8,gas,146100,automatic,truck,white,,11/3/2018,81
25500,2014,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,,1,2/25/2019,8
39608,2016,chevrolet silverado 2500hd,like new,8,diesel,,automatic,truck,grey,1,9/17/2018,10
7250,2009,toyota camry le,excellent,,gas,113739,automatic,sedan,black,,5/1/2018,33
5900,2007,nissan murano,good,,gas,97005,automatic,SUV,black,1,1/24/2019,3
7500,2013,chevrolet malibu,good,4,gas,83317,automatic,sedan,silver,,11/19/2018,23
4900,2009,hyundai santa fe,good,6,gas,,automatic,SUV,grey,1,7/4/2018,42
5900,2009,jeep liberty,good,6,gas,113683,automatic,SUV,orange,1,7/3/2018,41
28900,2013,ford f250,good,6,diesel,,automatic,truck,black,1,9/9/2018,40
25000,2016,chevrolet silverado 1500,excellent,8,gas,54000,automatic,truck,red,1,5/23/2018,44
24900,2012,ram 2500,good,6,diesel,145311,automatic,truck,silver,1,12/1/2018,63
2599,2014,ford mustang,like new,6,gas,46349,automatic,coupe,silver,,8/5/2018,35
4000,2007,gmc acadia,fair,,gas,185000,automatic,SUV,silver,1,10/11/2018,77
2500,1986,gmc sierra,good,8,gas,100000,automatic,pickup,black,,12/23/2018,15
7900,2016,chevrolet cruze,good,4,gas,68322,automatic,sedan,white,,11/10/2018,31
2599,2014,honda cr-v,like new,4,gas,37539,automatic,SUV,grey,1,12/21/2018,88
3800,2003,honda cr-v,good,4,gas,123426,automatic,SUV,black,,11/22/2018,18
25000,2016,chevrolet silverado,excellent,8,gas,64500,automatic,pickup,red,1,1/12/2019,2
2000,2010,ford fusion,good,6,gas,239000,automatic,sedan,silver,,9/13/2018,41
2900,2009,chevrolet silverado 1500,good,6,gas,146000,automatic,pickup,,,5/3/2018,56
4500,2010,honda accord,good,4,gas,193931,automatic,sedan,,,8/5/2018,39
4900,2009,chevrolet malibu,good,4,gas,81156,automatic,sedan,black,,3/8/2019,31
3495,2005,chevrolet malibu,excellent,4,gas,94656,automatic,sedan,grey,,10/26/2018,44
3900,2006,honda accord,good,4,gas,130027,automatic,sedan,silver,,4/19/2019,76
2200,1993,ford f-150,good,8,gas,188000,automatic,pickup,red,1,10/15/2018,48
5000,,ford escape,excellent,6,gas,122000,automatic,SUV,white,,5/30/2018,24
2950,2002,chevrolet trailblazer,excellent,6,gas,177698,automatic,SUV,red,,7/15/2018,16
11998,2009,subaru impreza,good,4,gas,115300,manual,sedan,silver,1,3/26/2019,45
24988,2018,toyota camry,like new,4,gas,32000,automatic,sedan,blue,,5/12/2018,31
21500,2014,chevrolet silverado 1500,good,8,gas,149930,automatic,truck,black,1,6/1/2018,40
25900,2014,ram 2500,good,6,diesel,150050,automatic,truck,grey,1,6/4/2018,24
2599,2011,gmc acadia,like new,6,gas,146149,automatic,SUV,white,1,6/28/2018,67
5000,2004,gmc yukon,excellent,8,gas,211000,automatic,SUV,silver,1,2/23/2019,59
12000,2006,chevrolet silverado 1500,good,8,gas,147461,automatic,truck,blue,1,6/29/2018,49
11900,2009,ford mustang,good,8,gas,58200,automatic,coupe,,,8/26/2018,10
16950,,toyota tacoma,excellent,6,gas,233000,manual,truck,red,1,9/3/2018,35
6999,2012,chrysler 300,good,6,gas,168123,automatic,sedan,black,,11/11/2018,22
27000,2018,kia sorento,excellent,6,gas,23000,automatic,SUV,black,,1/8/2019,42
6200,2008,honda accord,good,4,gas,112000,automatic,sedan,grey,,9/30/2018,45
4995,2000,cadillac escalade,good,8,gas,239500,automatic,SUV,silver,1,11/26/2018,62
4500,2000,ford f-150,excellent,6,gas,127272,manual,pickup,red,,1/11/2019,59
2599,2015,buick enclave,like new,6,gas,84769,automatic,SUV,white,,2/25/2019,10
17500,2014,ford explorer,good,6,gas,105000,automatic,SUV,silver,1,3/26/2019,48
10998,2011,jeep grand cherokee,good,8,gas,130000,automatic,SUV,green,1,8/26/2018,53
13998,2018,chevrolet equinox,excellent,4,gas,91000,automatic,SUV,blue,1,1/17/2019,6
25998,2014,jeep wrangler unlimited,excellent,6,gas,94000,automatic,SUV,yellow,1,2/26/2019,48
3850,1992,ford f-250,good,8,diesel,391000,automatic,pickup,,1,5/18/2018,23
17990,2016,chevrolet traverse,good,6,gas,52688,automatic,SUV,white,1,1/12/2019,25
15900,2008,ford f-250 sd,good,8,diesel,107374,automatic,truck,grey,1,3/23/2019,5
